id,tanggal,kecamatan,jumlah_sampah,satuan
41192,5/31/2020,Cibeunying Kaler,5.3,TON
41193,5/31/2020,Sukajadi,4.4,TON
41194,5/31/2020,Cibeunying Kaler,4.8,TON
41195,5/31/2020,Bandung Kulon,4.6,TON
41196,5/31/2020,Coblong,4.4,TON
41197,5/31/2020,Cibeunying Kaler,5,TON
41198,5/31/2020,Cibiru,4.8,TON
41199,5/31/2020,Batununggal,4.7,TON
41200,5/31/2020,Bandung Kulon,5,TON
41201,5/31/2020,Batununggal,5.1,TON
41202,5/31/2020,Astana Anyar,4.4,TON
41203,5/31/2020,Mandalajati,4.3,TON
41204,5/31/2020,Lengkong,4.5,TON
41205,5/31/2020,Coblong,4.8,TON
41206,5/31/2020,Antapani,5.3,TON
41207,5/31/2020,Cidadap,5.2,TON
41208,5/31/2020,Andir,4.9,TON
41209,5/31/2020,Antapani,5,TON
41210,6/1/2020,Lengkong,4.6,TON
41211,6/1/2020,Bandung Kulon,4.9,TON
41212,6/1/2020,Sumur Bandung,5.3,TON
41213,6/1/2020,Kiaracondong,4.6,TON
41214,6/1/2020,Kiaracondong,4.5,TON
41215,6/1/2020,Bandung Kulon,4.3,TON
41216,6/1/2020,Sukasari,4.5,TON
41217,6/1/2020,Cinambo,4.4,TON
41218,6/1/2020,Bojongloa Kidul,4.8,TON
41219,6/1/2020,Rancasari,4.6,TON
41220,6/1/2020,Rancasari,4.6,TON
41221,6/1/2020,Antapani,4.6,TON
41222,6/1/2020,Cibeunying Kaler,5.1,TON
41223,6/1/2020,Cibeunying Kaler,5.1,TON
41224,6/1/2020,Andir,4.4,TON
41225,6/1/2020,Cicendo,4.3,TON
41226,6/1/2020,Cidadap,4.3,TON
41227,6/1/2020,Panyileukan,5.4,TON
41228,6/1/2020,Coblong,5.4,TON
41229,6/1/2020,Sumur Bandung,4.9,TON
41230,6/1/2020,Bojongloa Kaler,4.9,TON
41231,6/1/2020,Babakan Ciparay,4.4,TON
41232,6/1/2020,Buahbatu,4.9,TON
41233,6/1/2020,Bandung Kidul,4.5,TON
41234,6/1/2020,Gedebage,4.8,TON
41235,6/1/2020,Cibiru,5.3,TON
41236,6/2/2020,Regol,5,TON
41237,6/2/2020,Astana Anyar,4.6,TON
41238,6/2/2020,Bandung Kulon,4.7,TON
41239,6/2/2020,Mandalajati,4.7,TON
41240,6/2/2020,Cicendo,4.7,TON
41241,6/2/2020,Sukajadi,4.7,TON
41242,6/2/2020,Lengkong,5.1,TON
41243,6/2/2020,Buahbatu,5.1,TON
41244,6/2/2020,Sukajadi,4.7,TON
41245,6/2/2020,Bandung Wetan,5.3,TON
41246,6/2/2020,Sumur Bandung,5.4,TON
41247,6/2/2020,Bojongloa Kaler,5.2,TON
41248,6/2/2020,Bandung Kulon,4.8,TON
41249,6/2/2020,Sukasari,5.1,TON
41250,6/2/2020,Antapani,5.4,TON
41251,6/2/2020,Bandung Kidul,4.4,TON
41252,6/2/2020,Cidadap,4.5,TON
41253,6/2/2020,Andir,4.4,TON
41254,6/2/2020,Cibiru,4.8,TON
41255,6/2/2020,Batununggal,4.5,TON
41256,6/2/2020,Bandung Kulon,4.6,TON
41257,6/2/2020,Ujungberung,5.1,TON
41258,6/2/2020,Kiaracondong,4.9,TON
41259,6/2/2020,Sumur Bandung,4.8,TON
41260,6/2/2020,Cibeunying Kaler,5.3,TON
41261,6/3/2020,Coblong,5.1,TON
41262,6/3/2020,Andir,5,TON
41263,6/3/2020,Mandalajati,4.6,TON
41264,6/3/2020,Sumur Bandung,5.2,TON
41265,6/3/2020,Bandung Kidul,5,TON
41266,6/3/2020,Lengkong,4.7,TON
41267,6/3/2020,Antapani,4.9,TON
41268,6/3/2020,Batununggal,5.2,TON
41269,6/3/2020,Andir,4.6,TON
41270,6/3/2020,Buahbatu,4.6,TON
41271,6/3/2020,Gedebage,4.3,TON
41272,6/3/2020,Sukajadi,4.7,TON
41273,6/3/2020,Babakan Ciparay,5,TON
41274,6/3/2020,Arcamanik,4.4,TON
41275,6/3/2020,Bojongloa Kaler,4.5,TON
41276,6/3/2020,Andir,5.4,TON
41277,6/3/2020,Bandung Wetan,5,TON
41278,6/3/2020,Cibeunying Kaler,5.2,TON
41279,6/3/2020,Babakan Ciparay,5.3,TON
41280,6/3/2020,Sukasari,4.7,TON
41281,6/3/2020,Sukajadi,5,TON
41282,6/3/2020,Bojongloa Kaler,4.6,TON
41283,6/3/2020,Gedebage,4.5,TON
41284,6/3/2020,Antapani,4.4,TON
41285,6/4/2020,Cidadap,4.4,TON
41286,6/4/2020,Kiaracondong,5.3,TON
41287,6/4/2020,Buahbatu,4.4,TON
41288,6/4/2020,Antapani,5,TON
41289,6/4/2020,Cicendo,4.8,TON
41290,6/4/2020,Batununggal,4.8,TON
41291,6/4/2020,Gedebage,5.4,TON
41292,6/4/2020,Bandung Wetan,4.4,TON
41293,6/4/2020,Panyileukan,5.2,TON
41294,6/4/2020,Ujungberung,5,TON
41295,6/4/2020,Babakan Ciparay,5,TON
41296,6/4/2020,Mandalajati,5.1,TON
41297,6/4/2020,Coblong,5.4,TON
41298,6/4/2020,Batununggal,5.4,TON
41299,6/4/2020,Bojongloa Kidul,5.2,TON
41300,6/4/2020,Andir,4.5,TON
41301,6/4/2020,Cicendo,4.7,TON
41302,6/4/2020,Bojongloa Kidul,5.2,TON
41303,6/4/2020,Sumur Bandung,5.3,TON
41304,6/4/2020,Coblong,4.5,TON
41305,6/4/2020,Rancasari,5.2,TON
41306,6/4/2020,Lengkong,4.8,TON
41307,6/4/2020,Coblong,4.9,TON
41308,6/4/2020,Cibeunying Kaler,5.2,TON
41309,6/4/2020,Sukasari,4.4,TON
41310,6/4/2020,Bojongloa Kidul,5.2,TON
41311,6/4/2020,Sukasari,4.8,TON
41312,6/4/2020,Bandung Kulon,5.4,TON
41313,6/5/2020,Cibeunying Kidul,4.5,TON
41314,6/5/2020,Ujungberung,4.8,TON
41315,6/5/2020,Antapani,4.4,TON
41316,6/5/2020,Ujungberung,4.8,TON
41317,6/5/2020,Arcamanik,4.3,TON
41318,6/5/2020,Cibeunying Kaler,4.7,TON
41319,6/5/2020,Kiaracondong,5.4,TON
41320,6/5/2020,Regol,5,TON
41321,6/5/2020,Lengkong,4.9,TON
41322,6/5/2020,Sumur Bandung,5.1,TON
41323,6/5/2020,Babakan Ciparay,5.3,TON
41324,6/5/2020,Bojongloa Kidul,4.7,TON
41325,6/5/2020,Sumur Bandung,4.5,TON
41326,6/5/2020,Regol,5.2,TON
41327,6/5/2020,Sukajadi,4.4,TON
41328,6/5/2020,Buahbatu,4.3,TON
41329,6/5/2020,Batununggal,5.1,TON
41330,6/5/2020,Kiaracondong,5.3,TON
41331,6/5/2020,Bandung Kidul,4.3,TON
41332,6/5/2020,Babakan Ciparay,5.4,TON
41333,6/5/2020,Arcamanik,5,TON
41334,6/5/2020,Batununggal,5.4,TON
41335,6/5/2020,Sukasari,4.3,TON
41336,6/5/2020,Astana Anyar,5.3,TON
41337,6/5/2020,Bojongloa Kidul,5.1,TON
41338,6/5/2020,Cinambo,5,TON
41339,6/5/2020,Sukajadi,5.3,TON
41340,6/6/2020,Lengkong,4.6,TON
41341,6/6/2020,Cibeunying Kaler,4.9,TON
41342,6/6/2020,Coblong,5.2,TON
41343,6/6/2020,Ujungberung,4.3,TON
41344,6/6/2020,Cibeunying Kaler,4.3,TON
41345,6/6/2020,Mandalajati,5,TON
41346,6/6/2020,Bandung Kidul,4.3,TON
41347,6/6/2020,Cinambo,4.7,TON
41348,6/6/2020,Lengkong,5.2,TON
41349,6/6/2020,Babakan Ciparay,4.5,TON
41350,6/6/2020,Regol,5.1,TON
41351,6/6/2020,Bojongloa Kaler,4.9,TON
41352,6/6/2020,Kiaracondong,4.9,TON
41353,6/6/2020,Coblong,5.1,TON
41354,6/6/2020,Sumur Bandung,4.6,TON
41355,6/6/2020,Ujungberung,4.5,TON
41356,6/6/2020,Bojongloa Kaler,5,TON
41357,6/6/2020,Cibiru,4.9,TON
41358,6/6/2020,Antapani,5,TON
41359,6/6/2020,Arcamanik,4.6,TON
41360,6/6/2020,Mandalajati,4.5,TON
41361,6/6/2020,Bojongloa Kidul,5.4,TON
41362,6/7/2020,Regol,5.2,TON
41363,6/7/2020,Mandalajati,4.4,TON
41364,6/7/2020,Astana Anyar,5,TON
41365,6/7/2020,Rancasari,5.2,TON
41366,6/7/2020,Bojongloa Kidul,5.3,TON
41367,6/7/2020,Bojongloa Kidul,4.3,TON
41368,6/7/2020,Bandung Kulon,4.7,TON
41369,6/7/2020,Lengkong,4.6,TON
41370,6/7/2020,Rancasari,4.5,TON
41371,6/7/2020,Cicendo,5,TON
41372,6/7/2020,Sumur Bandung,4.6,TON
41373,6/7/2020,Antapani,4.8,TON
41374,6/7/2020,Lengkong,4.7,TON
41375,6/7/2020,Panyileukan,4.4,TON
41376,6/7/2020,Babakan Ciparay,5.3,TON
41377,6/7/2020,Astana Anyar,5.2,TON
41378,6/7/2020,Bandung Kulon,4.9,TON
41379,6/7/2020,Antapani,4.5,TON
41380,6/7/2020,Kiaracondong,4.6,TON
41381,6/7/2020,Bojongloa Kaler,4.4,TON
41382,6/7/2020,Kiaracondong,4.6,TON
41383,6/7/2020,Sumur Bandung,4.6,TON
41384,6/7/2020,Cidadap,5.1,TON
41385,6/7/2020,Buahbatu,4.5,TON
41386,6/7/2020,Batununggal,4.3,TON
41387,6/7/2020,Cibeunying Kidul,4.6,TON
41388,6/7/2020,Bojongloa Kaler,4.5,TON
41389,6/8/2020,Kiaracondong,5,TON
41390,6/8/2020,Astana Anyar,5.4,TON
41391,6/8/2020,Bojongloa Kaler,5.4,TON
41392,6/8/2020,Bandung Wetan,4.9,TON
41393,6/8/2020,Bojongloa Kidul,5.3,TON
41394,6/8/2020,Arcamanik,4.3,TON
41395,6/8/2020,Sukajadi,4.3,TON
41396,6/8/2020,Rancasari,4.8,TON
41397,6/8/2020,Antapani,5.4,TON
41398,6/8/2020,Gedebage,5,TON
41399,6/8/2020,Ujungberung,5,TON
41400,6/8/2020,Batununggal,5.4,TON
41401,6/8/2020,Ujungberung,4.6,TON
41402,6/8/2020,Cibeunying Kidul,5.4,TON
41403,6/8/2020,Regol,4.7,TON
41404,6/8/2020,Cicendo,4.9,TON
41405,6/8/2020,Sukajadi,5.4,TON
41406,6/8/2020,Cidadap,5.3,TON
41407,6/8/2020,Regol,5.3,TON
41408,6/8/2020,Cibeunying Kaler,5.4,TON
41409,6/8/2020,Cidadap,4.6,TON
41410,6/8/2020,Cicendo,5.4,TON
41411,6/8/2020,Andir,4.6,TON
41412,6/8/2020,Bandung Kidul,4.9,TON
41413,6/8/2020,Panyileukan,5.4,TON
41414,6/8/2020,Kiaracondong,5.4,TON
41415,6/9/2020,Gedebage,5.3,TON
41416,6/9/2020,Coblong,4.4,TON
41417,6/9/2020,Panyileukan,5.4,TON
41418,6/9/2020,Bojongloa Kaler,5.3,TON
41419,6/9/2020,Antapani,5.3,TON
41420,6/9/2020,Bandung Kidul,4.8,TON
41421,6/9/2020,Regol,4.8,TON
41422,6/9/2020,Buahbatu,4.9,TON
41423,6/9/2020,Rancasari,4.9,TON
41424,6/9/2020,Cicendo,4.5,TON
41425,6/9/2020,Cibiru,4.4,TON
41426,6/9/2020,Bojongloa Kidul,5.3,TON
41427,6/9/2020,Sumur Bandung,4.3,TON
41428,6/9/2020,Mandalajati,5.4,TON
41429,6/9/2020,Antapani,5,TON
41430,6/9/2020,Bandung Kulon,4.8,TON
41431,6/9/2020,Cinambo,5,TON
41432,6/9/2020,Cicendo,4.3,TON
41433,6/9/2020,Cicendo,4.4,TON
41434,6/9/2020,Batununggal,4.3,TON
41435,6/9/2020,Buahbatu,4.3,TON
41436,6/9/2020,Batununggal,5.1,TON
41437,6/9/2020,Gedebage,4.5,TON
41438,6/9/2020,Cibeunying Kaler,4.5,TON
41439,6/9/2020,Batununggal,5,TON
41440,6/9/2020,Bandung Kulon,4.9,TON
41441,6/9/2020,Cinambo,4.7,TON
41442,6/10/2020,Panyileukan,4.8,TON
41443,6/10/2020,Cibeunying Kaler,5.2,TON
41444,6/10/2020,Arcamanik,4.7,TON
41445,6/10/2020,Astana Anyar,4.3,TON
41446,6/10/2020,Bojongloa Kaler,4.7,TON
41447,6/10/2020,Ujungberung,4.8,TON
41448,6/10/2020,Kiaracondong,5.4,TON
41449,6/10/2020,Regol,5.4,TON
41450,6/10/2020,Mandalajati,4.8,TON
41451,6/10/2020,Lengkong,5.2,TON
41452,6/10/2020,Bandung Wetan,5.1,TON
41453,6/10/2020,Sukasari,5,TON
41454,6/10/2020,Bandung Kidul,5,TON
41455,6/10/2020,Ujungberung,4.8,TON
41456,6/10/2020,Cibeunying Kidul,4.5,TON
41457,6/10/2020,Cibeunying Kaler,5.4,TON
41458,6/10/2020,Gedebage,4.7,TON
41459,6/10/2020,Rancasari,4.9,TON
41460,6/10/2020,Panyileukan,5.3,TON
41461,6/10/2020,Rancasari,5.1,TON
41462,6/10/2020,Andir,4.5,TON
41463,6/10/2020,Sumur Bandung,5,TON
41464,6/10/2020,Sumur Bandung,4.8,TON
41465,6/10/2020,Coblong,4.9,TON
41466,6/10/2020,Cicendo,5.1,TON
41467,6/10/2020,Bandung Kulon,5.1,TON
41468,6/10/2020,Bojongloa Kaler,4.8,TON
41469,6/10/2020,Antapani,4.3,TON
41470,6/11/2020,Regol,4.9,TON
41471,6/11/2020,Lengkong,4.3,TON
41472,6/11/2020,Babakan Ciparay,4.8,TON
41473,6/11/2020,Kiaracondong,4.9,TON
41474,6/11/2020,Arcamanik,4.5,TON
41475,6/11/2020,Bojongloa Kidul,5.1,TON
41476,6/11/2020,Gedebage,4.8,TON
41477,6/11/2020,Cicendo,5.2,TON
41478,6/11/2020,Coblong,4.8,TON
41479,6/11/2020,Bandung Kidul,4.6,TON
41480,6/11/2020,Bandung Kulon,4.9,TON
41481,6/11/2020,Kiaracondong,5.2,TON
41482,6/11/2020,Panyileukan,4.5,TON
41483,6/11/2020,Rancasari,5.4,TON
41484,6/11/2020,Cibeunying Kidul,4.4,TON
41485,6/11/2020,Bandung Wetan,4.3,TON
41486,6/11/2020,Gedebage,4.7,TON
41487,6/11/2020,Andir,5.1,TON
41488,6/11/2020,Cibeunying Kidul,4.4,TON
41489,6/11/2020,Sumur Bandung,4.7,TON
41490,6/11/2020,Sukajadi,4.4,TON
41491,6/11/2020,Bandung Kulon,5.3,TON
41492,6/11/2020,Bandung Kulon,4.6,TON
41493,6/11/2020,Ujungberung,4.5,TON
41494,6/11/2020,Cibeunying Kaler,4.4,TON
41495,6/11/2020,Antapani,4.6,TON
41496,6/11/2020,Cibiru,4.6,TON
41497,6/11/2020,Sukasari,5,TON
41498,6/12/2020,Ujungberung,5.1,TON
41499,6/12/2020,Sumur Bandung,4.6,TON
41500,6/12/2020,Arcamanik,5,TON
41501,6/12/2020,Cibeunying Kidul,5.1,TON
41502,6/12/2020,Andir,5.4,TON
41503,6/12/2020,Cicendo,4.9,TON
41504,6/12/2020,Cinambo,4.5,TON
41505,6/12/2020,Andir,4.3,TON
41506,6/12/2020,Lengkong,5.3,TON
41507,6/12/2020,Antapani,4.5,TON
41508,6/12/2020,Bandung Wetan,4.5,TON
41509,6/12/2020,Rancasari,4.8,TON
41510,6/12/2020,Bandung Kulon,4.8,TON
41511,6/12/2020,Antapani,4.6,TON
41512,6/12/2020,Bandung Wetan,4.7,TON
41513,6/12/2020,Cinambo,5,TON
41514,6/12/2020,Mandalajati,5.1,TON
41515,6/12/2020,Andir,5.4,TON
41516,6/12/2020,Cibeunying Kidul,5.4,TON
41517,6/12/2020,Buahbatu,4.7,TON
41518,6/12/2020,Sumur Bandung,4.5,TON
41519,6/12/2020,Babakan Ciparay,5.4,TON
41520,6/12/2020,Ujungberung,5.2,TON
41521,6/12/2020,Bojongloa Kidul,5,TON
41522,6/12/2020,Bandung Kulon,4.3,TON
41523,6/12/2020,Panyileukan,5.3,TON
41524,6/13/2020,Sukajadi,5.4,TON
41525,6/13/2020,Gedebage,4.3,TON
41526,6/13/2020,Ujungberung,4.7,TON
41527,6/13/2020,Bojongloa Kaler,5.2,TON
41528,6/13/2020,Bandung Kidul,5,TON
41529,6/13/2020,Bojongloa Kaler,4.6,TON
41530,6/13/2020,Cibeunying Kidul,5,TON
41531,6/13/2020,Cibiru,4.8,TON
41532,6/13/2020,Antapani,4.9,TON
41533,6/13/2020,Bandung Wetan,4.5,TON
41534,6/13/2020,Cinambo,4.5,TON
41535,6/13/2020,Cibeunying Kidul,4.3,TON
41536,6/13/2020,Lengkong,5.3,TON
41537,6/13/2020,Bandung Wetan,4.7,TON
41538,6/13/2020,Bandung Wetan,4.9,TON
41539,6/13/2020,Batununggal,4.5,TON
41540,6/13/2020,Astana Anyar,4.8,TON
41541,6/13/2020,Bandung Kulon,5.3,TON
41542,6/13/2020,Cicendo,4.7,TON
41543,6/13/2020,Arcamanik,5,TON
41544,6/13/2020,Panyileukan,5.1,TON
41545,6/13/2020,Gedebage,4.6,TON
41546,6/13/2020,Andir,5.4,TON
41547,6/13/2020,Gedebage,5.2,TON
41548,6/13/2020,Cinambo,5.1,TON
41549,6/14/2020,Astana Anyar,5.1,TON
41550,6/14/2020,Andir,5.3,TON
41551,6/14/2020,Cinambo,4.6,TON
41552,6/14/2020,Regol,4.8,TON
41553,6/14/2020,Rancasari,4.8,TON
41554,6/14/2020,Bojongloa Kaler,4.5,TON
41555,6/14/2020,Bandung Kulon,5.2,TON
41556,6/14/2020,Bandung Kidul,4.9,TON
41557,6/14/2020,Panyileukan,4.6,TON
41558,6/14/2020,Arcamanik,4.6,TON
41559,6/14/2020,Cibeunying Kaler,4.8,TON
41560,6/14/2020,Astana Anyar,5.3,TON
41561,6/14/2020,Bojongloa Kaler,4.6,TON
41562,6/14/2020,Bandung Kulon,4.3,TON
41563,6/14/2020,Mandalajati,5.4,TON
41564,6/14/2020,Cidadap,4.5,TON
41565,6/14/2020,Sukasari,4.7,TON
41566,6/14/2020,Arcamanik,4.3,TON
41567,6/14/2020,Sumur Bandung,5.4,TON
41568,6/14/2020,Cidadap,5.2,TON
41569,6/14/2020,Regol,5.3,TON
41570,6/14/2020,Panyileukan,5,TON
41571,6/14/2020,Gedebage,5.2,TON
41572,6/14/2020,Batununggal,5.1,TON
41573,6/14/2020,Bandung Kidul,4.8,TON
41574,6/15/2020,Sumur Bandung,5.4,TON
41575,6/15/2020,Cibeunying Kidul,4.8,TON
41576,6/15/2020,Regol,4.3,TON
41577,6/15/2020,Panyileukan,5.2,TON
41578,6/15/2020,Arcamanik,4.4,TON
41579,6/15/2020,Bojongloa Kidul,5,TON
41580,6/15/2020,Antapani,4.9,TON
41581,6/15/2020,Bandung Kulon,4.3,TON
41582,6/15/2020,Cibiru,4.3,TON
41583,6/15/2020,Sumur Bandung,5.1,TON
41584,6/15/2020,Astana Anyar,5.3,TON
41585,6/15/2020,Panyileukan,5,TON
41586,6/15/2020,Regol,5.1,TON
41587,6/15/2020,Batununggal,5.1,TON
41588,6/15/2020,Ujungberung,4.6,TON
41589,6/15/2020,Sukajadi,4.7,TON
41590,6/15/2020,Bandung Kulon,4.6,TON
41591,6/15/2020,Mandalajati,5.4,TON
41592,6/15/2020,Andir,5,TON
41593,6/15/2020,Cicendo,4.5,TON
41594,6/15/2020,Bandung Kidul,4.7,TON
41595,6/15/2020,Cibeunying Kidul,4.5,TON
41596,6/15/2020,Babakan Ciparay,5.3,TON
41597,6/15/2020,Bandung Kulon,4.3,TON
41598,6/15/2020,Andir,4.5,TON
41599,6/15/2020,Lengkong,5.2,TON
41600,6/15/2020,Astana Anyar,4.7,TON
41601,6/16/2020,Regol,5.2,TON
41602,6/16/2020,Cibiru,5.4,TON
41603,6/16/2020,Sumur Bandung,4.6,TON
41604,6/16/2020,Arcamanik,5.1,TON
41605,6/16/2020,Bandung Kidul,4.4,TON
41606,6/16/2020,Bandung Wetan,4.8,TON
41607,6/16/2020,Antapani,4.5,TON
41608,6/16/2020,Astana Anyar,4.8,TON
41609,6/16/2020,Bandung Kulon,4.4,TON
41610,6/16/2020,Kiaracondong,4.4,TON
41611,6/16/2020,Mandalajati,4.6,TON
41612,6/16/2020,Lengkong,4.7,TON
41613,6/16/2020,Kiaracondong,4.5,TON
41614,6/16/2020,Arcamanik,5.2,TON
41615,6/16/2020,Gedebage,5.4,TON
41616,6/16/2020,Batununggal,4.8,TON
41617,6/16/2020,Sumur Bandung,4.5,TON
41618,6/16/2020,Gedebage,5.3,TON
41619,6/16/2020,Bojongloa Kidul,5,TON
41620,6/16/2020,Cibiru,5.4,TON
41621,6/16/2020,Panyileukan,4.9,TON
41622,6/16/2020,Astana Anyar,4.8,TON
41623,6/16/2020,Mandalajati,4.5,TON
41624,6/16/2020,Bojongloa Kaler,4.3,TON
41625,6/16/2020,Kiaracondong,4.3,TON
41626,6/16/2020,Bandung Wetan,4.3,TON
41627,6/16/2020,Sukasari,4.8,TON
41628,6/16/2020,Cibeunying Kidul,4.6,TON
41629,6/17/2020,Bojongloa Kidul,5.1,TON
41630,6/17/2020,Lengkong,4.7,TON
41631,6/17/2020,Buahbatu,4.5,TON
41632,6/17/2020,Rancasari,5,TON
41633,6/17/2020,Sumur Bandung,5.3,TON
41634,6/17/2020,Regol,5.3,TON
41635,6/17/2020,Arcamanik,4.9,TON
41636,6/17/2020,Antapani,4.7,TON
41637,6/17/2020,Batununggal,5.4,TON
41638,6/17/2020,Gedebage,4.3,TON
41639,6/17/2020,Gedebage,4.4,TON
41640,6/17/2020,Sumur Bandung,5.4,TON
41641,6/17/2020,Sukajadi,5,TON
41642,6/17/2020,Cibeunying Kidul,5.2,TON
41643,6/17/2020,Buahbatu,5.3,TON
41644,6/17/2020,Sukajadi,5.3,TON
41645,6/17/2020,Andir,5.2,TON
41646,6/17/2020,Bojongloa Kaler,4.8,TON
41647,6/17/2020,Kiaracondong,4.8,TON
41648,6/17/2020,Cidadap,5.2,TON
41649,6/17/2020,Mandalajati,4.4,TON
41650,6/17/2020,Mandalajati,4.7,TON
41651,6/17/2020,Babakan Ciparay,5.3,TON
41652,6/17/2020,Cinambo,4.4,TON
41653,6/17/2020,Coblong,5.1,TON
41654,6/17/2020,Rancasari,4.6,TON
41655,6/18/2020,Babakan Ciparay,5.3,TON
41656,6/18/2020,Antapani,5.2,TON
41657,6/18/2020,Rancasari,4.6,TON
41658,6/18/2020,Cibeunying Kidul,5.1,TON
41659,6/18/2020,Bandung Kidul,4.9,TON
41660,6/18/2020,Arcamanik,5.2,TON
41661,6/18/2020,Kiaracondong,4.8,TON
41662,6/18/2020,Gedebage,4.6,TON
41663,6/18/2020,Babakan Ciparay,4.4,TON
41664,6/18/2020,Sumur Bandung,5.3,TON
41665,6/18/2020,Panyileukan,5.2,TON
41666,6/18/2020,Sukajadi,5.2,TON
41667,6/18/2020,Ujungberung,5.2,TON
41668,6/18/2020,Batununggal,4.6,TON
41669,6/18/2020,Babakan Ciparay,5.4,TON
41670,6/18/2020,Cibeunying Kaler,5.4,TON
41671,6/18/2020,Andir,4.3,TON
41672,6/18/2020,Buahbatu,4.9,TON
41673,6/18/2020,Andir,4.7,TON
41674,6/18/2020,Arcamanik,4.7,TON
41675,6/18/2020,Mandalajati,5,TON
41676,6/18/2020,Antapani,5.3,TON
41677,6/18/2020,Cidadap,4.5,TON
41678,6/18/2020,Kiaracondong,5.4,TON
41679,6/18/2020,Sumur Bandung,4.8,TON
41680,6/18/2020,Gedebage,4.8,TON
41681,6/19/2020,Bandung Wetan,5.3,TON
41682,6/19/2020,Arcamanik,4.7,TON
41683,6/19/2020,Andir,4.7,TON
41684,6/19/2020,Cicendo,5.3,TON
41685,6/19/2020,Andir,5,TON
41686,6/19/2020,Lengkong,4.5,TON
41687,6/19/2020,Mandalajati,5.4,TON
41688,6/19/2020,Astana Anyar,4.9,TON
41689,6/19/2020,Bojongloa Kaler,4.4,TON
41690,6/19/2020,Coblong,4.4,TON
41691,6/19/2020,Batununggal,4.8,TON
41692,6/19/2020,Antapani,4.6,TON
41693,6/19/2020,Sukajadi,5.1,TON
41694,6/19/2020,Bandung Kulon,4.6,TON
41695,6/19/2020,Cinambo,5.1,TON
41696,6/19/2020,Cibeunying Kidul,4.9,TON
41697,6/19/2020,Cicendo,4.3,TON
41698,6/19/2020,Cinambo,4.4,TON
41699,6/19/2020,Cibeunying Kaler,4.8,TON
41700,6/19/2020,Bojongloa Kidul,5.2,TON
41701,6/19/2020,Cicendo,4.5,TON
41702,6/19/2020,Babakan Ciparay,4.6,TON
41703,6/19/2020,Cinambo,4.6,TON
41704,6/19/2020,Mandalajati,4.8,TON
41705,6/20/2020,Panyileukan,5.2,TON
41706,6/20/2020,Arcamanik,4.8,TON
41707,6/20/2020,Cicendo,4.5,TON
41708,6/20/2020,Panyileukan,5,TON
41709,6/20/2020,Lengkong,4.8,TON
41710,6/20/2020,Andir,4.3,TON
41711,6/20/2020,Panyileukan,4.8,TON
41712,6/20/2020,Buahbatu,5.3,TON
41713,6/20/2020,Ujungberung,4.6,TON
41714,6/20/2020,Cidadap,4.9,TON
41715,6/20/2020,Regol,5.1,TON
41716,6/20/2020,Cidadap,4.4,TON
41717,6/20/2020,Sumur Bandung,4.3,TON
41718,6/20/2020,Bandung Kulon,5.1,TON
41719,6/20/2020,Sukajadi,4.4,TON
41720,6/20/2020,Astana Anyar,5.4,TON
41721,6/20/2020,Sumur Bandung,4.6,TON
41722,6/20/2020,Cibiru,4.6,TON
41723,6/20/2020,Astana Anyar,5,TON
41724,6/20/2020,Sukajadi,4.4,TON
41725,6/20/2020,Regol,5.1,TON
41726,6/20/2020,Buahbatu,5.3,TON
41727,6/20/2020,Cibiru,4.8,TON
41728,6/20/2020,Bojongloa Kidul,5.2,TON
41729,6/20/2020,Bandung Wetan,4.7,TON
41730,6/20/2020,Bandung Wetan,5,TON
41731,6/21/2020,Ujungberung,5,TON
41732,6/21/2020,Panyileukan,4.9,TON
41733,6/21/2020,Bandung Wetan,4.5,TON
41734,6/21/2020,Cibeunying Kidul,4.9,TON
41735,6/21/2020,Panyileukan,4.9,TON
41736,6/21/2020,Regol,4.8,TON
41737,6/21/2020,Sukasari,4.5,TON
41738,6/21/2020,Cidadap,4.7,TON
41739,6/21/2020,Rancasari,4.9,TON
41740,6/21/2020,Bandung Wetan,5.4,TON
41741,6/21/2020,Buahbatu,5.2,TON
41742,6/21/2020,Cibeunying Kaler,4.3,TON
41743,6/21/2020,Antapani,4.5,TON
41744,6/21/2020,Sukajadi,5,TON
41745,6/21/2020,Batununggal,4.9,TON
41746,6/21/2020,Batununggal,4.8,TON
41747,6/21/2020,Bandung Kulon,5.2,TON
41748,6/21/2020,Babakan Ciparay,4.6,TON
41749,6/21/2020,Astana Anyar,5,TON
41750,6/21/2020,Sukajadi,4.7,TON
41751,6/21/2020,Andir,5.1,TON
41752,6/21/2020,Mandalajati,4.6,TON
41753,6/21/2020,Babakan Ciparay,4.5,TON
41754,6/21/2020,Arcamanik,4.8,TON
41755,6/21/2020,Andir,5.4,TON
41756,6/21/2020,Babakan Ciparay,4.3,TON
41757,6/21/2020,Bandung Wetan,5.2,TON
41758,6/22/2020,Regol,4.3,TON
41759,6/22/2020,Gedebage,4.3,TON
41760,6/22/2020,Ujungberung,4.7,TON
41761,6/22/2020,Astana Anyar,4.7,TON
41762,6/22/2020,Bandung Wetan,5,TON
41763,6/22/2020,Antapani,4.5,TON
41764,6/22/2020,Andir,5.2,TON
41765,6/22/2020,Buahbatu,5.4,TON
41766,6/22/2020,Babakan Ciparay,5,TON
41767,6/22/2020,Cinambo,4.4,TON
41768,6/22/2020,Cibeunying Kidul,5.4,TON
